,collection,shelfmark,testimony_title
414,USHMM,RG-50.030*0329,Oral history interview with Braunia Bella Sztul
415,USHMM,RG-50.926*0003,Oral history interview with Karen Ebel
416,USHMM,RG-50.470*0012,Oral history interview with Abraham Klausner
417,USHMM,RG-50.150*0038,Oral history interview with Ada Speyer
418,USHMM,RG-50.233*0129,Oral history interview with Harold Spear
419,USHMM,RG-50.322*0016,Oral history interview with Renate Harlan
420,USHMM,RG-50.549.01*0014,Oral history interview with Thomas Blatt
421,USHMM,RG-50.030*0586,Oral history interview with Ninetta Matsas Feldman
422,USHMM,RG-50.030*0131,Oral history interview with Miriam Storch Lewent
423,USHMM,RG-50.030*0674,Oral history interview with Erwin Dankner
424,USHMM,RG-50.405*0034,Oral history interview with Larry M.
425,USHMM,RG-50.030*0403,Oral history interview with Michael Naoum Matsas
426,USHMM,RG-50.005*0047,Oral history interview with Israel Rosenwald
427,USHMM,RG-50.030*0776,Oral history interview with Gilbert Waganheim
428,USHMM,RG-50.156*0014,Oral history interview with Henry Freier
429,USHMM,RG-50.062*0012,Oral history interview with Hazel Ishii
430,USHMM,RG-50.150*0034,Oral history interview with Erna Schutz
431,USHMM,RG-50.030*0414,Oral history interview with Dr. Helene Reeves
432,USHMM,RG-50.165*0114,Oral history interview with Vera Stern
433,USHMM,RG-50.030*0687,"Oral history interview with Ernest E. Dutcher, Jr."
434,USHMM,RG-50.165*0111,Oral history interview with Maury Spira and Sylvia Spira
435,USHMM,RG-50.030*0440,Oral history interview with Lotte Hirsch
436,USHMM,RG-50.156*0041,Oral history interview with Victor Mintz
437,USHMM,RG-50.106*0115,Oral history interview with Noah Roitman
438,USHMM,RG-50.106*0036,Oral history interview with Charles Barber
439,USHMM,RG-50.234*0022,"Oral history interview with Arieh Pinchuk, Dan Hiram, and Daniel Dagen"
440,USHMM,RG-50.405*0001,Oral history interview with Anatoly A
441,USHMM,RG-50.165*0022,Oral history interview with Moritz Felberman
442,USHMM,RG-50.233*0114,Oral history interview with Pal Rosza
443,USHMM,RG-50.030*0536,Oral history interview with Maurice Friedberg
444,USHMM,RG-50.470*0020,Oral history interview with Milton Shurr
445,USHMM,RG-50.233*0100,Oral history interview with Miki Pear
446,USHMM,RG-50.154*0014,Oral history interview with Eugene Kellner
447,USHMM,RG-50.165*0064,Oral history interview with Rosalie Lerman
448,USHMM,RG-50.165*0050,Oral history interview with Herbert Kalter
449,USHMM,RG-50.030*0372,Oral history interview with Dora Kramen Dimitro
450,USHMM,RG-50.405*0005,Oral history interview with Yuri B
451,USHMM,RG-50.031*0060,Oral history interview with Ralph Rehbock
452,USHMM,RG-50.462*0106,Oral history interview with Daniel Goldsmith
453,USHMM,RG-50.156*0030,Oral history interview with Gisela Konopka
454,USHMM,RG-50.030*0684,Oral history interview with Jack Mondschein
455,USHMM,RG-50.030*0421,Oral history interview with Hannah Biberstein
456,USHMM,RG-50.028*0035,Oral history interview with Simone Liebster
457,USHMM,RG-50.030*0395,Oral history interview with Max Heller
458,USHMM,RG-50.156*0022,Oral history interview with Charlotte Hirsch
459,USHMM,RG-50.030*0668,Oral history interview with Freddy Schumer
460,USHMM,RG-50.030*0117,Oral history interview with Paul Kovak
461,USHMM,RG-50.030*0025,Oral history interview with Sonia Bielski
462,USHMM,RG-50.030*0559,Oral history interview with Leonard Vis
463,USHMM,RG-50.030*0068,Oral history interview with Morris Engelson
464,USHMM,RG-50.030*0519,Oral history interview with Asa Shapiro
465,USHMM,RG-50.030*0373,Oral history interview with Michel Reynders
466,USHMM,RG-50.030*0516,Oral history interview with Ruth Buhling
467,USHMM,RG-50.549.02*0069,Oral history interview with Isaac Nehama
468,USHMM,RG-50.156*0043,Oral history interview with Kay Bonner Nee
469,USHMM,RG-50.755*0005,Oral history interview with Kurt Herman
470,USHMM,RG-50.106*0087,Oral history interview with Elizabeth Strassburger
471,USHMM,RG-50.471*0009,Oral history interview with Ted Pais
472,USHMM,RG-50.462*0082,Oral history interview with Nina Frisch
473,USHMM,RG-50.030*0556,Oral history interview with Renne Schiller
474,USHMM,RG-50.106*0167,Oral history interview with Eli Dortort
475,USHMM,RG-50.030*0547,Oral history interview with Paula Bronstein
476,USHMM,RG-50.030*0358,Oral history interview with Edna B. Ipson
477,USHMM,RG-50.106*0159,Oral history interview with Susan Berlin
478,USHMM,RG-50.549.02*0049,Oral history interview with Frida Wallenstein
479,USHMM,RG-50.429*0003,Oral history interview with Herman Goldberg
480,USHMM,RG-50.106*0131,Oral history interview with Michael Lin
481,USHMM,RG-50.030*0283,Oral history interview with Dov Dafner
482,USHMM,RG-50.243*0022,Oral history interview with Zezette Larson
483,USHMM,RG-50.233*0139,Oral history interview with Solomon Urbach
484,USHMM,RG-50.150*0022,Oral history interview with Miriam Knoepfler
485,USHMM,RG-50.030*0522,Oral history interview with Lore Segal
486,USHMM,RG-50.165*0119,Oral history interview with Sigmund Tobias
487,USHMM,RG-50.010*0072,Oral history interview with William W. Quinn
488,USHMM,RG-50.030*0464,Oral history interview with Michael Wertman
489,USHMM,RG-50.030*0771,Oral history interview with Dino Brugioni
490,USHMM,RG-50.030*0568,Oral history interview with Anita Graber
491,USHMM,RG-50.030*0561,Oral history interview with Vera Glasberg
492,USHMM,RG-50.154*0029,Oral history interview with Melwood van Scoyoc
493,USHMM,RG-50.030*0263,Oral history interview with Norbert Yasharoff
494,USHMM,RG-50.106*0051,Oral history interview with Moris Gluckman
495,USHMM,RG-50.322*0014,Oral history interview with Rachel Frydman
496,USHMM,RG-50.030*0523,Oral history interview with Werner Kleeman
497,USHMM,RG-50.165*0067,Oral history interview with Willie Lieberman
498,USHMM,RG-50.106*0162,Oral history interview with Frank Liebermann
499,USHMM,RG-50.233*0101,Oral history interview with Eva Peker
500,USHMM,RG-50.470*0025,Oral history interview with Alan Zimm
501,USHMM,RG-50.549.02*0033,Oral history interview with Hetty d'Ancona de Leeuwe
502,USHMM,RG-50.156*0047,Oral history interview with Leonard Parker
503,USHMM,RG-50.030*0011,Oral history interview with Lore Baer
504,USHMM,RG-50.405*0009,Oral history interview with Rita Blinstein
505,USHMM,RG-50.549.01*0009,Oral history interview with Nesse Godin
506,USHMM,RG-50.470*0004,Oral history interview with Helen Fagin
507,USHMM,RG-50.462*0091,Oral history interview with Luba Margulies
508,USHMM,RG-50.549.02*0072,Oral history interview with Emanuel Mandel
509,USHMM,RG-50.030*0482,Oral history interview with Helen Bamber
510,USHMM,RG-50.106*0168,Oral history interview with Hilda Seftor
511,USHMM,RG-50.010*0016,Oral history interview with David Campbell
512,USHMM,RG-50.233*0078,Oral history interview with Henry Lubell
513,USHMM,RG-50.233*0140,Oral history interview with Moishe Weiner
514,USHMM,RG-50.030*0374,Oral history interview with Marthe Hoffnung Cohn
515,USHMM,RG-50.030*0669,Oral history interview with Eric Heinz Bondy
516,USHMM,RG-50.462*0019,Oral history interview with Anne Weidemann-Russell
517,USHMM,RG-50.470*0007,Oral history interview with Henny Gurko
518,USHMM,RG-50.028*0019,Oral history interview with Johannes Hamann
519,USHMM,RG-50.106*0130,Oral history interview with Alice Eberstarkova Masters
520,USHMM,RG-50.165*0053,Oral history interview with Morris Kesselman and Rita Kesselman
521,USHMM,RG-50.010*0012,Oral history interview with Haim Blanc
522,USHMM,RG-50.030*0299,Oral history interview with Aron Derman
523,USHMM,RG-50.462*0069,Oral history interview with Walter Silberstein
524,USHMM,RG-50.030*0315,Oral history interview with Joel Elkes and Avraham Tory
525,USHMM,RG-50.005*0019,"Oral history group interview with Barbara Gerson, Barry Bruk, Marion Chervin, Sophie Weinstein, and Fred Diament"
526,USHMM,RG-50.549.01*0003,Oral history interview with Esthy Adler
527,USHMM,RG-50.322*0009,Oral history interview with Johannes Feenstra
528,USHMM,RG-50.156*0032,Oral history interview with Berek Latarus
529,USHMM,RG-50.030*0249,Oral history interview with Jacob Wiener
530,USHMM,RG-50.926*0001,Oral history interview with Samuel Bak
531,USHMM,RG-50.030*0404,Oral history interview with Marguerite Glicksman
532,USHMM,RG-50.470*0005,Oral history interview with Suzanne Foldes
533,USHMM,RG-50.030*0628,Oral history interview with David Rynecki
534,USHMM,RG-50.030*0189,Oral history interview with Gerhart Riegner
535,USHMM,RG-50.165*0137,Oral history interview with Albert Zeder and Naomi Zeder
536,USHMM,RG-50.470*0022,Oral history interview with Fela Warshau
537,USHMM,RG-50.462*0051,Oral history interview with Agnes Mandl Adachi
538,USHMM,RG-50.029*0031,Oral history interview with Arlette de Long
539,USHMM,RG-50.462*0047,Oral history interview with Steffi Schwarcz
540,USHMM,RG-50.030*0643,Oral history interview with Judith Heimann
541,USHMM,RG-50.030*0518,Oral history interview with Sara Shapiro
542,USHMM,RG-50.030*0044,Oral history interview with Rose Galek Brunswic
543,USHMM,RG-50.154*0027,Oral history interview with Friedel Treitel
544,USHMM,RG-50.322*0006,Oral history interview with Hans Erman
545,USHMM,RG-50.549.05*0011,Oral history interview with Oscar Haber
546,USHMM,RG-50.233*0134,Oral history interview with Harry Tabrys
547,USHMM,RG-50.030*0653,Oral history interview with Leni Hoffman
548,USHMM,RG-50.030*0168,Oral history interview with Lisa Dawidowicz Murik
549,USHMM,RG-50.462*0023,Oral history interview with Ellen Tarlow
550,USHMM,RG-50.106*0074,Oral history interview with Goldie Gendelman
551,USHMM,RG-50.233*0089,Oral history interview with Arthur Menke
552,USHMM,RG-50.165*0049,Oral history interview with Salomon Jakubowicz and Frieda Jakubowicz
553,USHMM,RG-50.030*0389,Oral history interview with Inge Sachs Rosenthal
554,USHMM,RG-50.156*0025,Oral history interview with Herbert Jonas
555,USHMM,RG-50.030*0496,Oral history interview with Hedwig Rose
556,USHMM,RG-50.030*0460,Oral history interview with Gabriele Derenberg Schiff
557,USHMM,RG-50.106*0245,Oral history interview with Moshe Kraus
558,USHMM,RG-50.106*0164,Oral history interview with Thea S. Rips
559,USHMM,RG-50.010*0013,Oral history interview with Kenneth Bowers
560,USHMM,RG-50.028*0009,Oral history interview with Ruth Danner
561,USHMM,RG-50.154*0032,Oral history interview with Marie Winkelman
562,USHMM,RG-50.549.01*0026,Oral history interview with Fritz Schnaittacher
563,USHMM,RG-50.322*0028,Oral history interview with Hannah Northway
564,USHMM,RG-50.150*0017,Oral history interview with Regina Hoffman
565,USHMM,RG-50.010*0019,Oral history interview with Franklin Lee Clark
566,USHMM,RG-50.106*0052,Oral history interview with Margie Rosenthal
567,USHMM,RG-50.030*0783,Oral history interview with Thaddeus Gubala
568,USHMM,RG-50.042*0011,Oral history interview with Paulette Fink
569,USHMM,RG-50.010*0022,Oral history interview with Kenneth W. Cotton
570,USHMM,RG-50.106*0221,Oral history interview with Philip Pines
571,USHMM,RG-50.154*0007,Oral history interview with Anya Brodman
572,USHMM,RG-50.154*0002,Oral history interview with Eva Anderman
573,USHMM,RG-50.010*0017,Oral history interview with Philip Carlquist
574,USHMM,RG-50.030*0598,Oral history interview with Ruth K. Heiman
575,USHMM,RG-50.042*0026,Oral history interview with Tina Strobos
576,USHMM,RG-50.154*0010,Oral history interview with Ilse Friedman
577,USHMM,RG-50.150*0016,Oral history interview with Ruth Hockley
578,USHMM,RG-50.462*0065,Oral history interview with Liesl Loeb
579,USHMM,RG-50.165*0066,Oral history interview with Herman Lewinter
580,USHMM,RG-50.429*0001,Oral history interview with Milton Green
581,USHMM,RG-50.030*0600,Oral history interview with Eleanor Rolfe
582,USHMM,RG-50.322*0013,Oral history interview with Emma Fiszlewicz
583,USHMM,RG-50.233*0108,Oral history interview with Liane Reif-Lehrer
584,USHMM,RG-50.030*0441,Oral history interview with Carl Hirsch
585,USHMM,RG-50.030*0151,Oral history interview with Paul Matasovsky
586,USHMM,RG-50.030*0701,Oral history interview with Alice Tyroler
587,USHMM,RG-50.462*0025,Oral history interview with Sidney Willig
588,USHMM,RG-50.549.02*0052,Oral history interview with Norman Salsitz
589,USHMM,RG-50.030*0231,Oral history interview with Carolina Taitz Knoch
590,USHMM,RG-50.030*0048,Oral history interview with Stefania Podgórska Burzminski
591,USHMM,RG-50.233*0120,Oral history interview with Charlene Perlmutter Schiff
592,USHMM,RG-50.926*0004,Oral history interview with Wolf Kahn
593,USHMM,RG-50.030*0318,Oral history interview with Harold Zissman
594,USHMM,RG-50.156*0048,Oral history interview with Faye Porter
595,USHMM,RG-50.165*0032,Oral history interview with Joseph Glikman
596,USHMM,RG-50.156*0053,Oral history interview with Lucy Smith
597,USHMM,RG-50.165*0015,Oral history interview with Jerry Cooper
598,USHMM,RG-50.030*0089,Oral history interview with Max Haber
599,USHMM,RG-50.462*0096,Oral history interview with Sophie Roth
600,USHMM,RG-50.030*0696,Oral history interview with Shulim Jonas
601,USHMM,RG-50.030*0003,Oral history interview with Agnes Mandl Adachi
602,USHMM,RG-50.405*0008,Oral history interview with Alex Blinstein
603,USHMM,RG-50.030*0512,Oral history interview with Henry Bialowas
604,USHMM,RG-50.030*0260,Oral history interview with Florence Gitelman Eisen
605,USHMM,RG-50.322*0023,Oral history interview with Lottie Liebermann
606,USHMM,RG-50.030*0394,Oral history interview with Trude Heller
607,USHMM,RG-50.030*0490,Oral history interview with Sibylle Sarah Niemӧller
608,USHMM,RG-50.165*0040,Oral history interview with Rachel Haber
609,USHMM,RG-50.462*0011,Oral history interview with Suzanne Gross
610,USHMM,RG-50.462*0038,Oral history interview with Henry Froehlich
611,USHMM,RG-50.405*0037,Oral history interview with G. P.
612,USHMM,RG-50.165*0071,Oral history interview with Gerda Marcus
613,USHMM,RG-50.562*0010,Oral history interview with Gert Silver
614,USHMM,RG-50.030*0356,Oral history interview with Flora Mendelowitz Singer
615,USHMM,RG-50.471*0006,Oral history interview with Henry Kellen
616,USHMM,RG-50.165*0028,"Oral history interview with Isadore Froiman, Adela Froiman, and Sabina Taubenfeld"
617,USHMM,RG-50.030*0110,Oral history interview with Carl Knuemann
618,USHMM,RG-50.012*0051,Oral history interview with Irene Landau
619,USHMM,RG-50.233*0043,Oral history interview with Bernard Green
620,USHMM,RG-50.030*0302,Oral history interview with Helene Barac
621,USHMM,RG-50.030*0596,Oral history interview with Marion Wolff
622,USHMM,RG-50.030*0212,Oral history interview with Brenda Szyr Senders
623,USHMM,RG-50.165*0115,Oral history interview with Susan Tatum
624,USHMM,RG-50.165*0013,Oral history interview with Mendel Chulew
625,USHMM,RG-50.154*0022,Oral history interview with Hans Prins
626,USHMM,RG-50.156*0027,Oral history interview with William Kamman
627,USHMM,RG-50.462*0030,Oral history interview with Chayale Ash-Fuhrman
628,USHMM,RG-50.028*0057,Oral history interview with Michel J. Swierkos
629,USHMM,RG-50.755*0008,Oral history interview with Erwin Tepper
630,USHMM,RG-50.549.02*0002,Oral history interview with Elizabeth Kaufmann Koenig
631,USHMM,RG-50.030*0409,Oral history interview with Peter Black
632,USHMM,RG-50.030*0384,Oral history interview with David Stoliar
633,USHMM,RG-50.462*0057,Oral history interview with (D.S.) Anonymous
634,USHMM,RG-50.462*0017,Oral history interview with Herbert Lindemeyer
635,USHMM,RG-50.462*0116,Oral history interview with Yehuda Mandell
636,USHMM,RG-50.462*0093,Oral history interview with Bernard Mednicki
637,USHMM,RG-50.165*0124,Oral history interview with Fela Urlik
638,USHMM,RG-50.154*0001,Oral history interview with Alice Adler
639,USHMM,RG-50.322*0017,Oral history interview with Ernest Heilbronner
640,USHMM,RG-50.030*0090,Oral history interview with Leo Hanin
641,USHMM,RG-50.030*0721,Oral history interview with Hilde Gundel
642,USHMM,RG-50.549.01*0022,Oral history interview with Florence Gitelman Eisen
643,USHMM,RG-50.030*0407,Oral history interview with Hans Mommsen
644,USHMM,RG-50.233*0022,Oral history interview with Maria Efes
645,USHMM,RG-50.030*0300,Oral history interview with Lisa Nussbaum Derman
646,USHMM,RG-50.462*0094,Oral history interview with Sibylle Niemӧller
647,USHMM,RG-50.030*0256,Oral history interview with Franz Wohlfahrt
648,USHMM,RG-50.549.02*0029,Oral history interview with Leon Chameides
649,USHMM,RG-50.405*0014,Oral history interview with Igor Fertelmeyster
650,USHMM,RG-50.165*0133,Oral history interview with Elie Wiesel
651,USHMM,RG-50.106*0140,Oral history interview with Brigitte Freidin
652,USHMM,RG-50.154*0025,Oral history interview with Manfred Simon
653,USHMM,RG-50.030*0215,Oral history interview with Jerry Slivka
654,USHMM,RG-50.462*0117,Oral history interview with Armand Mednick
655,USHMM,RG-50.030*0401,Oral history interview with Rachel Bielicka Gurdus and Sulamif Shreyber Zhabinska
656,USHMM,RG-50.549.02*0024,Oral history interview with Susie Schwarz
657,USHMM,RG-50.030*0587,Oral history interview with Fred Firnbacher
658,USHMM,RG-50.030*0008,Oral history interview with Agnes Grossman Aranyi
659,USHMM,RG-50.156*0011,Oral history interview with David Eiger
660,USHMM,RG-50.462*0124,Oral history interview with Lisa Tyre
661,USHMM,RG-50.405*0035,Oral history interview with Yanina Nayman
662,USHMM,RG-50.030*0551,Oral history interview with Annette Fein
663,USHMM,RG-50.755*0004,Oral history interview with Elizabeth Davis and Fritzi Nozik
664,USHMM,RG-50.030*0362,Oral history interview with Henry Cohen
665,USHMM,RG-50.588*0001,Oral history interview with Frank Wallis
666,USHMM,RG-50.165*0041,Oral history interview with Harry Haft
667,USHMM,RG-50.462*0115,Oral history interview with Jacques Lipetz
668,USHMM,RG-50.154*0011,Oral history interview with Jack Fuchs
669,USHMM,RG-50.030*0054,Oral history interview with Sieny Kattenberg Cohen
670,USHMM,RG-50.030*0359,Oral history interview with Jay Ipson
671,USHMM,RG-50.156*0020,Oral history interview with Wayne Hanson
672,USHMM,RG-50.405*0015,Oral history interview with Tatiana Fertelmeyster
673,USHMM,RG-50.030*0655,Oral history interview with Rafael Wilschanski
674,USHMM,RG-50.030*0186,Oral history interview with Liane Reif-Lehrer
675,USHMM,RG-50.010*0020,Oral history interview with Daniel Cogar
676,USHMM,RG-50.030*0337,Oral history interview with Herbert Katzki
677,USHMM,RG-50.233*0092,Oral history interview with Abe Morgenstern
678,USHMM,RG-50.030*0126,Oral history interview with Carla Heijmans Lessing
679,USHMM,RG-50.233*0094,Oral history interview with Israel Milkow
680,USHMM,RG-50.549.05*0008,Oral history interview with Emilie Szekely
681,USHMM,RG-50.549.01*0021,Oral history interview with Lily Margules
682,USHMM,RG-50.549.02*0004,Oral history interview with Drexel Sprecher
683,USHMM,RG-50.012*0091,Oral history interview with Gerrit von Lochen
684,USHMM,RG-50.030*0599,Oral history interview with Paul M. Wolff
685,USHMM,RG-50.030*0152,Oral history interview with Benjamin Meed
686,USHMM,RG-50.154*0012,Oral history interview with Lily Fuchs
687,USHMM,RG-50.030*0238,Oral history interview with Tom Veres
688,USHMM,RG-50.899*0001,Oral history interview with Simon Konover
689,USHMM,RG-50.030*0234,Oral history interview with Avraham Tory
690,USHMM,RG-50.629*0001,Oral history interview with Hildegard Lee
691,USHMM,RG-50.030*0463,Oral history interview with Jack Moss
692,USHMM,RG-50.462*0056,Oral history interview with Gabriel Drimer
693,USHMM,RG-50.106*0163,Oral history interview with Marianne Liebermann
694,USHMM,RG-50.462*0020,Oral history interview with Hanna Seckel
695,USHMM,RG-50.062*0013,Oral history interview with Susumu Ishii
696,USHMM,RG-50.010*0039,Oral history interview with Samuel Glashow
697,USHMM,RG-50.233*0133,Oral history interview with Florence Tabrys
698,USHMM,RG-50.156*0055,Oral history interview with Glenn Stranberg
699,USHMM,RG-50.583*0124,Oral history interview with John Weiszmann
700,USHMM,RG-50.470*0021,Oral history interview with Alfred Sundquist
701,USHMM,RG-50.165*0035,Oral history interview with Irving Goldstein and Regina Goldstein
702,USHMM,RG-50.030*0604,Oral history interview with Michael W. Wolff
703,USHMM,RG-50.030*0717,Oral history interview with Harold Burson
704,USHMM,RG-50.030*0707,Oral history interview with Eva Desrosiers
705,USHMM,RG-50.165*0120,Oral history interview with Jack Tramiel
706,USHMM,RG-50.156*0029,Oral history interview with Manfred Klein
707,USHMM,RG-50.156*0056,Oral history interview with Felicia Weingarten
708,USHMM,RG-50.233*0020,Oral history interview with Aron Derman
709,USHMM,RG-50.549.02*0026,Oral history interview with Rochelle Slivka
710,USHMM,RG-50.926*0005,Oral history interview with Stephan Lewy
711,USHMM,RG-50.030*0457,Oral history interview with Anita Sockol
712,USHMM,RG-50.165*0030,Oral history interview with Elizabeth Gevirtz
713,USHMM,RG-50.165*0014,Oral history interview with Frank Colb and Margaret Colb
714,USHMM,RG-50.030*0154,Oral history interview with Pieter Adriaan Meerburg
715,USHMM,RG-50.030*0664,Oral history interview with Rebecca Fried
716,USHMM,RG-50.156*0003,Oral history interview with Sam Ackos
717,USHMM,RG-50.462*0062,Oral history interview with Ari Fuhrman
718,USHMM,RG-50.233*0083,Oral history interview with Judith Mandel
719,USHMM,RG-50.106*0079,Oral history interview with Kurt Pauly
720,USHMM,RG-50.030*0159,Oral history interview with Semyon Menyuk
721,USHMM,RG-50.005*0017,Oral history interview with Sam Goldberg
722,USHMM,RG-50.165*0136,Oral history interview with Solomon Yehaskel and Lucy Yehaskel
723,USHMM,RG-50.030*0693,Oral history interview with Norman Miller
724,USHMM,RG-50.030*0439,Oral history interview with Renee Scheuer
725,USHMM,RG-50.549.02*0077,Oral history interview with Frederick Wohl
726,USHMM,RG-50.405*0046,Oral history interview with Irina Uman
727,USHMM,RG-50.462*0113,Oral history interview with Anonymous
728,USHMM,RG-50.106*0129,Oral history interview with Ruth Alper
729,USHMM,RG-50.030*0762,Oral history interview with Jutta Preuss
730,USHMM,RG-50.154*0030,Oral history interview with Lily Voip
731,USHMM,RG-50.030*0050,Oral history interview with Jeanine Gutman Butnaru
732,USHMM,RG-50.165*0104,Oral history interview with Helen Schwartz
733,USHMM,RG-50.106*0146,Oral history interview with Fred Goldman
734,USHMM,RG-50.030*0026,Oral history interview with Lillian Bielsky-Bell
735,USHMM,RG-50.549.02*0055,Oral history interview with Gerald S. von Halle
736,USHMM,RG-50.030*0353,Oral history interview with Haim Solomon
737,USHMM,RG-50.470*0010,Oral history interview with Joseph Kahoe
738,USHMM,RG-50.106*0174,Oral history interview with Rita Rubinstein
739,USHMM,RG-50.030*0351,Oral history interview with Malvina Grunfeld Burstein
740,USHMM,RG-50.030*0429,Oral history interview with Gisela Feldman
741,USHMM,RG-50.154*0004,Oral history interview with Oscar Baron
742,USHMM,RG-50.405*0033,Oral history interview with Mila M.
743,USHMM,RG-50.549.02*0071,Oral history interview with Sonia Brodecki
744,USHMM,RG-50.030*0550,Oral history interview with Esther Fol
745,USHMM,RG-50.549.04*0002,Oral history interview with Dustin Dezube
746,USHMM,RG-50.462*0109,Oral history interview with Pearl Herling
747,USHMM,RG-50.030*0520,Oral history interview with Kristine Keren
748,USHMM,RG-50.030*0606,Oral history interview with Manfred Lindenbaum
749,USHMM,RG-50.233*0088,Oral history interview with Ellen Mendel
750,USHMM,RG-50.165*0027,Oral history interview with Abe Foxman
751,USHMM,RG-50.030*0539,Oral history interview with Saul Merin
752,USHMM,RG-50.165*0068,Oral history interview with Henry Lindeman
753,USHMM,RG-50.233*0091,Oral history interview with Leon Merrick
754,USHMM,RG-50.549.02*0011,Oral history interview with Brenda Senders
755,USHMM,RG-50.233*0070,Oral history interview with Isabella Leitner
756,USHMM,RG-50.165*0094,Oral history interview with James Rapp
757,USHMM,RG-50.030*0651,Oral history interview with Rubin Pizem
758,USHMM,RG-50.030*0671,Oral history interview with Ruth Geller
759,USHMM,RG-50.030*0230,Oral history interview with Hessy Levinsons Taft
760,USHMM,RG-50.165*0018,Oral history interview with Eva Ebin
761,USHMM,RG-50.462*0022,Oral history interview with Harold Stern
762,USHMM,RG-50.150*0032,Oral history interview with Gretel Rothschild
763,USHMM,RG-50.462*0108,Oral history interview with Gertrude Hallo
764,USHMM,RG-50.165*0084,Oral history interview with Bill Neufeld and Franka Neufeld
765,USHMM,RG-50.405*0041,Oral history interview with Sulamith Reznikov
766,USHMM,RG-50.150*0005,Oral history interview with Eva Feist
767,USHMM,RG-50.061*0010,Oral history interview with Suzanne Claire Holzer Wester
768,USHMM,RG-50.030*0386,Oral history interview with Eli Rock
769,USHMM,RG-50.030*0616,Oral history interview with Margaret Schoenfeld
770,USHMM,RG-50.549.05*0007,Oral history interview with John Rosenberg
771,USHMM,RG-50.233*0105,Oral history interview with Fred Raymes
772,USHMM,RG-50.106*0062,Oral history interview with Yehuda Adam
773,USHMM,RG-50.106*0055,Oral history interview with Ida Henig
774,USHMM,RG-50.549.02*0056,Oral history interview with Cornelius Loen
775,USHMM,RG-50.233*0079,Oral history interview with Trude Ludwig
776,USHMM,RG-50.150*0024,Oral history interview with Irene Lewis
777,USHMM,RG-50.154*0019,Oral history interview with Leah Mayer
778,USHMM,RG-50.549.02*0075,Oral history interview with Haim Solomon
779,USHMM,RG-50.322*0022,Oral history interview with Hans Liebermann
780,USHMM,RG-50.030*0106,Oral history interview with Kurt Klein
781,USHMM,RG-50.030*0575,Oral history interview with Lily Cohen
782,USHMM,RG-50.030*0097,Oral history interview with Ivo Herzer
783,USHMM,RG-50.106*0144,Oral history interview with Inge Katzenstein
784,USHMM,RG-50.154*0016,Oral history interview with John Lampel
785,USHMM,RG-50.030*0720,Oral history interview with Sybe K. Bakker
786,USHMM,RG-50.010*0018,Oral history interview with William Cartledge
787,USHMM,RG-50.156*0038,Oral history interview with Robert Matteson
788,USHMM,RG-50.233*0012,Oral history interview with Claude Brunswic
789,USHMM,RG-50.030*0286,Oral history interview with Anna Leiser-Kleinhaus
790,USHMM,RG-50.030*0597,Oral history interview with Doris Small
791,USHMM,RG-50.030*0772,Oral history interview with William H. Hunley
792,USHMM,RG-50.322*0031,Oral history interview with Henry Steeber
793,USHMM,RG-50.233*0102,Oral history interview with Catherine Polak
794,USHMM,RG-50.030*0558,Oral history interview with Helena Swierczynska
795,USHMM,RG-50.030*0321,Oral history interview with Henry van den Boogard
796,USHMM,RG-50.549.01*0008,Oral history interview with Barbara Marton Farkas
797,USHMM,RG-50.156*0001,Oral history interview with Henry Abramowicz
798,USHMM,RG-50.405*0044,Oral history interview with Sergey Reznikov
799,USHMM,RG-50.010*0064,Oral history interview with Lauren Nash
800,USHMM,RG-50.030*0296,Oral history interview with Gertrude Granirer Flor
801,USHMM,RG-50.030*0245,Oral history interview with Joseph Wardzala
802,USHMM,RG-50.030*0207,Oral history interview with Cornelia Schouten
803,USHMM,RG-50.059*0004,Oral history interview with Irene Frisch
804,USHMM,RG-50.030*0198,Oral history interview with Amalie Petranker Salsitz
805,USHMM,RG-50.106*0002,Oral history interview with Maria Devinki
806,USHMM,RG-50.030*0392,Oral history interview with Edith Hahn-Beer
807,USHMM,RG-50.030*0527,Oral history interview with Ada Ustjanauskas
808,USHMM,RG-50.322*0024,Oral history interview with Jerzy Lubelfeld
809,USHMM,RG-50.233*0026,Oral history interview with Sevek Fishman
810,USHMM,RG-50.106*0110,Oral history interview with Peter Masters
811,USHMM,RG-50.030*0461,Oral history interview with Louise Segaar
812,USHMM,RG-50.920*0006,Oral history interview with Morton Waitzman
813,USHMM,RG-50.030*0474,Oral history interview with Nicole Long
814,USHMM,RG-50.030*0342,Oral history interview with Flory Jagoda
815,USHMM,RG-50.030*0489,Oral history interview with Manfred Gans
816,USHMM,RG-50.165*0086,Oral history interview with Arthur Nunberg and Blima Nunberg
817,USHMM,RG-50.030*0398,Oral history interview with Amy Zahl Gottlieb
818,USHMM,RG-50.462*0123,Oral history interview with Hanna Silver
819,USHMM,RG-50.106*0152,Oral history interview with Halina Peabody
820,USHMM,RG-50.462*0031,Oral history interview with Eva Bentley
821,USHMM,RG-50.030*0570,Oral history interview with Barbara Firestone
822,USHMM,RG-50.030*0700,Oral history interview with Maria Pawulska Rasiej
823,USHMM,RG-50.156*0050,Oral history interview with Libby Rosenzweig
824,USHMM,RG-50.030*0663,Oral history interview with Eric J. Hamberg
